ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Purchased Bike,name
19650,Married,Female,30000.0,2.0,Partial College,Clerical,No,2.0,0-1 Miles,Pacific,67.0,No,Laura Martinez
14135,Married,Male,20000.0,1.0,Partial College,Manual,Yes,0.0,1-2 Miles,Europe,,No,David Garcia
12833,Single,Female,20000.0,3.0,High School,Manual,Yes,1.0,0-1 Miles,Europe,42.0,Yes,Daniel Williams
26849,Married,Male,10000.0,3.0,Partial High School,Manual,Yes,2.0,0-1 Miles,Europe,43.0,No,Jessica Rodriguez
20962,Married,Female,20000.0,1.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,45.0,No,Robert Johnson
28915,Single,Male,80000.0,5.0,High School,Management,Yes,3.0,10+ Miles,Europe,57.0,No,John Jones
22830,Married,Male,120000.0,4.0,Partial College,Management,Yes,3.0,10+ Miles,Europe,56.0,No,Sarah Johnson
14777,Married,Female,40000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,38.0,Yes,Michael Williams
12591,Married,Female,30000.0,4.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,45.0,No,Laura Miller
24174,Married,Male,20000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Pacific,27.0,Yes,Daniel Rodriguez
24611,,Male,90000.0,0.0,Bachelors,Professional,No,4.0,10+ Miles,Pacific,35.0,Yes,Emily Brown
11340,Married,Female,10000.0,1.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,70.0,Yes,Emily Davis
25693,Single,Female,30000.0,5.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,44.0,Yes,Jessica Garcia
25555,Married,Female,10000.0,0.0,Partial College,Manual,No,1.0,0-1 Miles,Pacific,26.0,Yes,John Rodriguez
22006,Married,Male,70000.0,5.0,Partial College,Skilled Manual,Yes,3.0,5-10 Miles,Pacific,46.0,No,Michael Davis
20060,Single,Female,30000.0,0.0,High School,Manual,No,1.0,2-5 Miles,Europe,34.0,Yes,Laura Rodriguez
17702,Married,Male,10000.0,1.0,Graduate Degree,Manual,Yes,0.0,0-1 Miles,Europe,37.0,No,Jane Brown
12503,Single,Female,30000.0,3.0,Partial College,Clerical,Yes,2.0,0-1 Miles,Europe,27.0,No,David Rodriguez
23908,Single,Male,30000.0,1.0,Bachelors,Clerical,No,1.0,0-1 Miles,Europe,39.0,Yes,Robert Smith
22527,Single,Female,20000.0,0.0,High School,Manual,No,1.0,2-5 Miles,Europe,29.0,No,Robert Davis
19057,Married,Female,120000.0,3.0,Bachelors,Management,No,2.0,10+ Miles,Europe,52.0,Yes,Jane Davis
18494,Married,Male,110000.0,5.0,Bachelors,Management,Yes,4.0,2-5 Miles,Pacific,48.0,Yes,Laura Jones
11249,Married,Female,130000.0,3.0,Partial College,Professional,Yes,3.0,0-1 Miles,Europe,51.0,Yes,Robert Miller
21568,Married,Female,100000.0,0.0,High School,Management,Yes,4.0,10+ Miles,Pacific,34.0,Yes,Laura Jones
13981,Married,Female,10000.0,5.0,High School,Skilled Manual,No,3.0,1-2 Miles,Pacific,62.0,No,Jessica Williams
23432,Single,Male,70000.0,0.0,Bachelors,Professional,Yes,1.0,5-10 Miles,Pacific,37.0,Yes,Emily Miller
22931,Married,Male,100000.0,5.0,Graduate Degree,Management,No,1.0,1-2 Miles,Pacific,78.0,Yes,Jessica Garcia
18172,Married,Male,130000.0,4.0,High School,Professional,Yes,3.0,0-1 Miles,Europe,55.0,No,John Brown
12666,Single,Male,60000.0,0.0,Bachelors,Professional,No,4.0,2-5 Miles,Pacific,31.0,No,Jessica Davis
20598,Married,Male,100000.0,3.0,Partial High School,Professional,Yes,0.0,10+ Miles,Europe,59.0,Yes,Jessica Davis
21375,Single,Male,20000.0,2.0,Partial High School,Clerical,Yes,2.0,5-10 Miles,Pacific,57.0,No,David Johnson
20839,Single,Female,30000.0,3.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,47.0,Yes,Emily Miller
21738,Married,Male,20000.0,1.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,43.0,No,Michael Rodriguez
14164,Single,Female,50000.0,0.0,Graduate Degree,Skilled Manual,Yes,0.0,0-1 Miles,Europe,36.0,Yes,Michael Williams
14193,Single,Female,100000.0,3.0,Partial College,Management,Yes,4.0,10+ Miles,Europe,56.0,No,Robert Rodriguez
12705,Married,Male,150000.0,0.0,Bachelors,Management,Yes,4.0,0-1 Miles,Pacific,37.0,Yes,Jane Williams
22672,Single,Female,30000.0,2.0,Partial College,Clerical,Yes,0.0,0-1 Miles,Europe,43.0,No,Jessica Miller
26219,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,1.0,1-2 Miles,Europe,33.0,Yes,David Brown
28468,Married,Female,10000.0,2.0,Partial College,Manual,Yes,0.0,1-2 Miles,Europe,51.0,No,David Johnson
23419,Single,Female,70000.0,5.0,Bachelors,Professional,Yes,3.0,10+ Miles,Pacific,39.0,No,Laura Davis
17964,Married,Male,40000.0,0.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,37.0,Yes,Jane Miller
20919,Single,Female,30000.0,2.0,Partial College,Clerical,Yes,2.0,0-1 Miles,Europe,42.0,No,Michael Smith
20927,Single,Female,20000.0,5.0,High School,Manual,Yes,2.0,0-1 Miles,Europe,27.0,No,David Martinez
13133,Single,Male,100000.0,5.0,Bachelors,Professional,Yes,1.0,5-10 Miles,Pacific,47.0,Yes,John Jones
19626,Married,Male,70000.0,5.0,Partial College,Skilled Manual,Yes,3.0,5-10 Miles,Pacific,45.0,No,Robert Jones
21039,Single,Female,50000.0,0.0,Graduate Degree,Skilled Manual,No,0.0,0-1 Miles,Europe,37.0,Yes,Laura Brown
12231,Single,Female,10000.0,2.0,Partial College,Manual,Yes,0.0,0-1 Miles,Europe,51.0,Yes,Jessica Rodriguez
25665,Single,Female,20000.0,0.0,High School,Manual,No,1.0,1-2 Miles,Europe,28.0,No,Robert Garcia
24061,Married,Male,10000.0,4.0,Partial High School,Manual,Yes,1.0,0-1 Miles,Europe,40.0,Yes,Michael Johnson
26879,Single,Female,20000.0,0.0,High School,Manual,No,1.0,2-5 Miles,Europe,30.0,No,Jessica Jones
12284,Married,Female,30000.0,0.0,Bachelors,Clerical,No,0.0,0-1 Miles,Europe,36.0,Yes,David Brown
26654,Married,Female,90000.0,1.0,Graduate Degree,Management,Yes,0.0,0-1 Miles,Pacific,37.0,Yes,David Miller
14545,Married,Female,10000.0,2.0,Partial College,Manual,Yes,0.0,1-2 Miles,Europe,49.0,No,Jessica Davis
24201,Married,Female,10000.0,2.0,High School,Manual,Yes,0.0,0-1 Miles,Europe,37.0,Yes,Daniel Rodriguez
20625,Married,Male,100000.0,0.0,High School,Management,Yes,3.0,10+ Miles,Pacific,35.0,Yes,Jessica Jones
16390,Single,Male,30000.0,1.0,Bachelors,Clerical,No,0.0,0-1 Miles,Europe,38.0,Yes,Sarah Williams
14804,Single,Female,10000.0,3.0,Partial High School,Manual,Yes,2.0,0-1 Miles,Europe,43.0,No,Jane Brown
12629,Single,Male,20000.0,1.0,Partial College,Manual,No,0.0,0-1 Miles,Europe,37.0,No,Laura Davis
14696,Single,Male,10000.0,0.0,Partial High School,Manual,No,2.0,0-1 Miles,Europe,34.0,No,Daniel Williams
22005,Married,Female,70000.0,5.0,Partial College,Skilled Manual,No,3.0,5-10 Miles,Pacific,46.0,No,Laura Garcia
14544,Single,Male,10000.0,1.0,Partial College,Manual,Yes,0.0,0-1 Miles,Europe,49.0,No,Laura Garcia
14312,Married,Female,60000.0,1.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,Pacific,45.0,No,Emily Miller
29120,Single,Female,100000.0,1.0,Bachelors,Management,Yes,4.0,2-5 Miles,Pacific,48.0,No,Daniel Jones
24187,Single,Female,30000.0,3.0,Graduate Degree,Clerical,No,0.0,0-1 Miles,Europe,46.0,Yes,Robert Williams
15758,Married,Male,130000.0,0.0,Graduate Degree,Management,Yes,0.0,5-10 Miles,Pacific,48.0,No,Michael Brown
29094,Married,Male,30000.0,3.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,54.0,Yes,David Smith
28319,Single,Female,60000.0,1.0,Partial College,Skilled Manual,No,1.0,0-1 Miles,Pacific,46.0,Yes,Sarah Johnson
16406,Married,Male,40000.0,0.0,Bachelors,Clerical,No,0.0,0-1 Miles,Europe,38.0,Yes,Michael Johnson
20923,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,0.0,0-1 Miles,Europe,42.0,Yes,Sarah Jones
11378,Single,Female,10000.0,1.0,High School,Manual,No,1.0,2-5 Miles,Europe,46.0,Yes,Michael Jones
20851,Single,Male,20000.0,0.0,Partial College,Manual,No,1.0,2-5 Miles,Europe,36.0,Yes,John Martinez
21557,Single,Female,110000.0,0.0,Partial College,Management,Yes,3.0,10+ Miles,Pacific,32.0,Yes,Daniel Brown
26663,Single,Female,60000.0,2.0,Bachelors,Professional,No,1.0,0-1 Miles,Pacific,39.0,Yes,Daniel Brown
11896,Married,Male,100000.0,1.0,Graduate Degree,Management,Yes,0.0,2-5 Miles,Pacific,36.0,Yes,Emily Johnson
14189,Married,Female,90000.0,4.0,High School,Professional,No,2.0,2-5 Miles,Europe,54.0,Yes,John Jones
13136,Married,Female,30000.0,2.0,Partial College,Clerical,No,2.0,5-10 Miles,Pacific,69.0,No,Jessica Garcia
25906,Single,Female,10000.0,5.0,High School,Skilled Manual,No,2.0,1-2 Miles,Pacific,62.0,No,Sarah Davis
17926,,Female,,0.0,Bachelors,Clerical,No,0.0,0-1 Miles,Pacific,28.0,Yes,Emily Jones
26928,Single,Male,30000.0,1.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,62.0,Yes,David Martinez
20897,Married,Female,30000.0,1.0,Bachelors,Skilled Manual,Yes,2.0,0-1 Miles,Europe,40.0,No,Daniel Jones
28207,Married,Male,80000.0,4.0,Graduate Degree,Management,Yes,1.0,0-1 Miles,Pacific,36.0,Yes,Daniel Brown
25923,Single,Male,10000.0,2.0,Partial High School,Clerical,Yes,2.0,5-10 Miles,Pacific,58.0,No,Laura Rodriguez
11000,Married,Male,90000.0,2.0,Bachelors,Professional,Yes,0.0,1-2 Miles,Pacific,40.0,Yes,Laura Garcia
20974,Married,Male,10000.0,2.0,Bachelors,Clerical,Yes,1.0,0-1 Miles,Europe,66.0,No,Jessica Johnson
28758,Married,Male,40000.0,2.0,Partial College,Clerical,Yes,1.0,1-2 Miles,Europe,35.0,Yes,Michael Jones
11381,Married,Female,20000.0,2.0,Partial College,Manual,Yes,1.0,2-5 Miles,Europe,47.0,Yes,Jane Williams
17522,Married,Male,120000.0,4.0,Bachelors,Management,Yes,1.0,2-5 Miles,Pacific,47.0,No,Laura Martinez
21207,Married,Male,60000.0,1.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,Pacific,46.0,No,Laura Davis
28102,Married,Male,20000.0,4.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,58.0,Yes,Sarah Davis
23105,Single,Male,40000.0,3.0,Partial High School,Clerical,No,2.0,5-10 Miles,Pacific,52.0,Yes,Laura Martinez
18740,Married,Male,80000.0,5.0,Bachelors,Professional,No,1.0,0-1 Miles,Pacific,47.0,Yes,Jane Martinez
21213,Single,Male,70000.0,0.0,Bachelors,Professional,No,1.0,5-10 Miles,Pacific,41.0,No,David Rodriguez
17352,Married,Male,50000.0,2.0,Graduate Degree,Management,Yes,1.0,5-10 Miles,Pacific,64.0,Yes,Jane Brown
14154,Married,Male,30000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,35.0,Yes,David Brown
19066,Married,Male,130000.0,4.0,Partial College,Professional,No,3.0,10+ Miles,Europe,54.0,No,Michael Miller
11386,Married,Female,30000.0,3.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,45.0,No,John Rodriguez
20228,Married,Male,100000.0,0.0,Graduate Degree,Management,Yes,0.0,2-5 Miles,Pacific,40.0,Yes,David Williams
16675,Single,Female,160000.0,0.0,Graduate Degree,Management,No,3.0,0-1 Miles,Pacific,47.0,Yes,Sarah Johnson
16410,Single,Female,10000.0,4.0,Partial High School,Manual,Yes,2.0,0-1 Miles,Europe,41.0,Yes,Jessica Jones
27760,Single,Female,40000.0,0.0,Graduate Degree,Clerical,No,0.0,0-1 Miles,Europe,37.0,Yes,Emily Brown
22930,Married,Male,90000.0,4.0,Bachelors,Professional,Yes,0.0,1-2 Miles,Pacific,38.0,Yes,Robert Johnson
23780,Single,Male,40000.0,2.0,Partial College,Clerical,No,2.0,0-1 Miles,Europe,36.0,Yes,Laura Williams
20994,Married,Female,20000.0,0.0,Bachelors,Clerical,No,0.0,0-1 Miles,Pacific,26.0,Yes,Sarah Martinez
28379,Married,Male,30000.0,1.0,Bachelors,Skilled Manual,Yes,2.0,0-1 Miles,Europe,40.0,No,Jane Davis
14865,Single,Male,40000.0,2.0,Partial College,Clerical,Yes,2.0,1-2 Miles,Europe,36.0,No,Daniel Rodriguez
12663,Married,Female,90000.0,5.0,Partial High School,Skilled Manual,Yes,2.0,10+ Miles,Europe,59.0,No,Michael Brown
24898,Single,Female,80000.0,0.0,Bachelors,Professional,Yes,3.0,10+ Miles,Pacific,32.0,No,Jane Smith
19508,Married,Male,10000.0,0.0,Partial High School,Manual,No,2.0,0-1 Miles,Europe,30.0,No,Emily Martinez
11489,Single,Female,20000.0,0.0,Partial High School,Manual,No,2.0,1-2 Miles,Europe,35.0,Yes,Emily Martinez
18160,Married,Male,130000.0,3.0,High School,Professional,Yes,4.0,5-10 Miles,Europe,51.0,Yes,Laura Jones
25241,Married,Male,90000.0,2.0,Bachelors,Professional,Yes,1.0,5-10 Miles,Pacific,47.0,No,Laura Davis
24369,Married,,80000.0,5.0,Graduate Degree,Management,No,2.0,0-1 Miles,Pacific,39.0,No,Laura Miller
27165,Single,Male,20000.0,0.0,Partial High School,Manual,No,2.0,0-1 Miles,Europe,34.0,No,Emily Davis
29424,Married,Male,10000.0,0.0,Partial High School,Manual,Yes,2.0,0-1 Miles,Europe,32.0,No,Jessica Johnson
15926,Single,Female,120000.0,3.0,High School,Professional,Yes,4.0,5-10 Miles,Europe,50.0,Yes,Daniel Davis
14554,Married,Male,20000.0,1.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,66.0,No,Sarah Brown
16468,Single,Male,30000.0,0.0,Partial College,Clerical,Yes,1.0,2-5 Miles,Europe,30.0,No,Robert Jones
19174,Single,Female,30000.0,0.0,High School,Manual,No,1.0,2-5 Miles,Europe,32.0,Yes,Jane Brown
19183,Single,Male,10000.0,0.0,Partial High School,Manual,Yes,2.0,1-2 Miles,Europe,35.0,No,Sarah Davis
13683,Single,Female,30000.0,0.0,High School,Manual,No,1.0,2-5 Miles,Europe,32.0,No,Jane Johnson
17848,Single,Male,30000.0,0.0,Partial College,Clerical,No,1.0,2-5 Miles,Europe,31.0,Yes,Emily Garcia
17894,Married,Female,20000.0,1.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,50.0,Yes,Emily Garcia
25651,Married,Male,40000.0,1.0,Bachelors,Skilled Manual,No,0.0,0-1 Miles,Europe,43.0,Yes,Michael Martinez
22936,Single,Female,60000.0,1.0,Partial College,Skilled Manual,No,1.0,0-1 Miles,Pacific,45.0,Yes,John Brown
23915,Married,Male,20000.0,2.0,High School,Manual,Yes,2.0,0-1 Miles,Europe,42.0,No,Emily Garcia
24121,Single,Female,30000.0,0.0,Partial College,Clerical,No,1.0,0-1 Miles,Europe,29.0,Yes,Emily Rodriguez
27878,Single,Male,20000.0,0.0,Partial College,Manual,No,0.0,0-1 Miles,Pacific,28.0,Yes,Sarah Smith
13572,Single,Male,10000.0,3.0,High School,Manual,Yes,,0-1 Miles,Europe,37.0,Yes,Jane Miller
27941,Married,Female,80000.0,4.0,Partial College,Professional,Yes,2.0,2-5 Miles,Europe,53.0,No,Emily Garcia
26354,Single,Male,40000.0,0.0,Graduate Degree,Clerical,No,0.0,0-1 Miles,Europe,38.0,Yes,Michael Rodriguez
14785,Single,Male,30000.0,1.0,Bachelors,Clerical,No,1.0,1-2 Miles,Europe,39.0,No,John Smith
17238,Single,Male,80000.0,0.0,Bachelors,Professional,Yes,3.0,10+ Miles,Pacific,32.0,No,John Williams
23608,Married,Female,150000.0,3.0,High School,Professional,Yes,3.0,0-1 Miles,Europe,51.0,Yes,Michael Martinez
22538,Single,Female,10000.0,0.0,Partial High School,Manual,Yes,2.0,1-2 Miles,Europe,33.0,No,Michael Jones
12332,Married,Male,90000.0,4.0,High School,Management,Yes,3.0,5-10 Miles,Europe,58.0,Yes,Sarah Jones
17230,Married,Male,80000.0,0.0,Bachelors,Professional,Yes,3.0,10+ Miles,Pacific,30.0,No,Jane Rodriguez
13082,Single,Male,130000.0,0.0,Graduate Degree,Management,Yes,0.0,2-5 Miles,Pacific,48.0,Yes,David Jones
22518,Single,Female,30000.0,3.0,Partial College,Clerical,No,2.0,0-1 Miles,Europe,27.0,Yes,Robert Brown
13687,Married,Male,40000.0,1.0,Bachelors,Skilled Manual,Yes,1.0,0-1 Miles,Europe,33.0,Yes,Robert Smith
23571,Married,Female,40000.0,2.0,Bachelors,Management,Yes,2.0,0-1 Miles,Pacific,66.0,Yes,Michael Johnson
19305,Single,Female,10000.0,2.0,High School,Manual,Yes,1.0,0-1 Miles,Europe,38.0,Yes,Jane Rodriguez
22636,Single,Female,40000.0,0.0,Bachelors,Clerical,,0.0,0-1 Miles,Europe,38.0,Yes,David Brown
17310,Married,Male,60000.0,1.0,Partial College,Skilled Manual,Yes,1.0,0-1 Miles,Pacific,45.0,Yes,David Brown
12133,Married,Female,130000.0,3.0,Partial College,Professional,Yes,3.0,5-10 Miles,Europe,50.0,Yes,Sarah Davis
25918,Single,Female,30000.0,2.0,Partial College,Clerical,No,2.0,5-10 Miles,Pacific,60.0,Yes,John Jones
25752,Single,Female,20000.0,2.0,Partial College,Manual,No,1.0,0-1 Miles,Europe,53.0,Yes,Jessica Miller
17324,Married,Female,100000.0,4.0,Bachelors,Professional,Yes,1.0,10+ Miles,Pacific,46.0,No,Laura Miller
22918,Single,Male,80000.0,5.0,Graduate Degree,Management,Yes,3.0,0-1 Miles,Pacific,,No,Daniel Martinez
12510,Married,Male,40000.0,1.0,Bachelors,Skilled Manual,Yes,1.0,0-1 Miles,Europe,43.0,Yes,Michael Rodriguez
25512,Single,Male,20000.0,0.0,High School,Manual,No,1.0,2-5 Miles,Europe,30.0,No,John Miller
16179,Single,Female,80000.0,5.0,Bachelors,Professional,Yes,4.0,1-2 Miles,Pacific,38.0,No,Jane Davis
15628,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,1.0,0-1 Miles,Europe,89.0,No,Jessica Williams
20977,Married,Male,20000.0,1.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,64.0,Yes,Michael Johnson
18140,Married,Male,130000.0,3.0,Partial College,Professional,No,3.0,5-10 Miles,Europe,51.0,Yes,Emily Rodriguez
20417,Married,Male,30000.0,3.0,Partial College,Clerical,No,2.0,5-10 Miles,Pacific,56.0,No,Robert Williams
18267,Married,Male,60000.0,3.0,Bachelors,Professional,Yes,2.0,5-10 Miles,Pacific,43.0,No,Sarah Garcia
13620,Single,Male,70000.0,0.0,Bachelors,Professional,No,3.0,10+ Miles,Pacific,30.0,Yes,John Jones
22974,Married,Female,30000.0,2.0,Partial College,Clerical,Yes,2.0,5-10 Miles,Pacific,69.0,No,John Smith
13586,Married,Male,80000.0,4.0,Partial College,Professional,Yes,2.0,10+ Miles,Europe,53.0,No,Jane Johnson
17978,Married,Male,40000.0,0.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,37.0,Yes,John Martinez
12581,Single,Female,10000.0,0.0,Partial College,Manual,No,1.0,0-1 Miles,Pacific,28.0,Yes,Emily Jones
18018,Single,Male,30000.0,3.0,Partial College,Clerical,Yes,0.0,0-1 Miles,Europe,43.0,No,Jane Davis
28957,Single,Female,120000.0,,Partial High School,Professional,Yes,4.0,10+ Miles,Pacific,34.0,Yes,Emily Martinez
13690,Single,Female,20000.0,0.0,Partial High School,Manual,No,2.0,1-2 Miles,Europe,34.0,Yes,Jessica Johnson
12568,Married,Female,30000.0,1.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,64.0,No,Daniel Garcia
13122,Married,Female,80000.0,0.0,Bachelors,Professional,Yes,1.0,1-2 Miles,Pacific,41.0,Yes,John Jones
21184,Single,Male,70000.0,0.0,Bachelors,Professional,No,1.0,5-10 Miles,Pacific,38.0,No,Daniel Brown
26150,Single,Female,70000.0,0.0,Bachelors,Professional,No,1.0,0-1 Miles,Pacific,41.0,Yes,John Smith
24151,Single,Male,20000.0,1.0,Bachelors,Clerical,No,0.0,0-1 Miles,Europe,51.0,No,Daniel Jones
23962,Married,Female,10000.0,0.0,Partial High School,Manual,Yes,2.0,1-2 Miles,Europe,32.0,No,Sarah Davis
17793,Married,Female,40000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,38.0,Yes,Daniel Miller
14926,Married,Male,30000.0,1.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,38.0,Yes,Emily Martinez
16163,Single,Male,60000.0,2.0,Bachelors,Professional,Yes,1.0,2-5 Miles,Pacific,38.0,Yes,Emily Williams
21365,Married,Female,10000.0,2.0,Partial High School,Clerical,Yes,2.0,5-10 Miles,Pacific,58.0,No,Emily Johnson
27771,Single,Male,30000.0,1.0,Bachelors,Clerical,Yes,1.0,1-2 Miles,Europe,39.0,Yes,Emily Davis
26167,Single,Female,40000.0,2.0,Bachelors,Management,No,1.0,5-10 Miles,Pacific,53.0,Yes,Emily Smith
25792,Single,Female,110000.0,3.0,Bachelors,Management,Yes,4.0,10+ Miles,Europe,53.0,No,Daniel Jones
11555,Married,Female,40000.0,1.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,80.0,No,Robert Martinez
22381,Married,Male,10000.0,1.0,Graduate Degree,Manual,Yes,0.0,0-1 Miles,Europe,44.0,No,John Davis
17882,Married,Male,20000.0,1.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,44.0,No,Jessica Jones
22174,Married,Male,30000.0,3.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,54.0,Yes,Sarah Garcia
22439,Married,Female,30000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,37.0,Yes,Jessica Williams
18012,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,0.0,0-1 Miles,Europe,41.0,No,David Davis
27582,Single,Female,90000.0,2.0,Bachelors,Professional,No,0.0,0-1 Miles,Pacific,36.0,Yes,Daniel Brown
12744,Single,Female,40000.0,2.0,Partial College,Clerical,Yes,0.0,0-1 Miles,Europe,33.0,No,John Smith
22821,Married,Female,130000.0,3.0,Partial College,Professional,Yes,4.0,0-1 Miles,Europe,52.0,No,David Garcia
20171,Married,Female,20000.0,2.0,Partial College,Manual,Yes,1.0,0-1 Miles,Europe,46.0,Yes,John Miller
11116,Married,Male,70000.0,5.0,Partial College,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,43.0,No,Daniel Smith
20053,Single,Male,40000.0,2.0,Partial College,Clerical,Yes,0.0,0-1 Miles,Europe,34.0,No,Michael Miller
25266,Single,Female,30000.0,2.0,Partial College,Clerical,No,2.0,5-10 Miles,Pacific,67.0,No,Daniel Smith
17960,Married,Female,40000.0,0.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,35.0,Yes,Robert Rodriguez
13961,Married,Female,80000.0,5.0,Graduate Degree,Management,Yes,3.0,0-1 Miles,Pacific,40.0,No,Laura Smith
11897,Single,Male,60000.0,2.0,Bachelors,Professional,No,1.0,0-1 Miles,Pacific,37.0,Yes,John Rodriguez
11139,Single,Female,30000.0,2.0,Partial College,Clerical,No,2.0,5-10 Miles,Pacific,67.0,No,Michael Smith
11576,Married,Male,30000.0,1.0,Bachelors,Skilled Manual,Yes,2.0,0-1 Miles,Europe,41.0,Yes,Jessica Smith
19255,Single,Male,10000.0,2.0,Partial College,Manual,Yes,1.0,0-1 Miles,Europe,51.0,Yes,Jane Rodriguez
18153,Married,Female,100000.0,2.0,Bachelors,Management,Yes,4.0,10+ Miles,Europe,59.0,No,Laura Williams
14547,Married,Male,10000.0,2.0,Partial College,Manual,Yes,0.0,1-2 Miles,Europe,51.0,No,Jessica Davis
24901,Single,Male,110000.0,0.0,Partial College,Management,No,3.0,10+ Miles,Pacific,32.0,Yes,Robert Martinez
27169,Single,Male,30000.0,0.0,High School,Manual,Yes,1.0,2-5 Miles,Europe,34.0,Yes,John Garcia
14805,Single,Female,10000.0,3.0,Partial High School,Manual,Yes,2.0,0-1 Miles,Europe,43.0,No,Laura Martinez
15822,Married,Male,40000.0,2.0,Bachelors,Management,Yes,2.0,0-1 Miles,Pacific,67.0,No,Emily Smith
19389,Single,Male,30000.0,0.0,Partial College,Clerical,No,1.0,2-5 Miles,Europe,28.0,No,Jane Jones
17048,Single,Female,90000.0,1.0,Graduate Degree,Management,Yes,0.0,0-1 Miles,Pacific,36.0,Yes,Jessica Rodriguez
22204,Married,Male,110000.0,4.0,Bachelors,Management,Yes,3.0,2-5 Miles,Pacific,48.0,No,Sarah Davis
12718,Single,Female,30000.0,0.0,Partial College,Clerical,Yes,1.0,2-5 Miles,Europe,31.0,No,John Brown
15019,Single,Female,30000.0,3.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,55.0,No,John Rodriguez
28488,Single,Male,20000.0,0.0,Partial College,Manual,Yes,0.0,0-1 Miles,Pacific,28.0,Yes,Daniel Williams
21891,Married,Female,110000.0,0.0,High School,Management,Yes,3.0,10+ Miles,Pacific,34.0,Yes,Michael Brown
27814,Single,Female,30000.0,3.0,Partial College,Clerical,No,1.0,0-1 Miles,Europe,26.0,No,David Garcia
22175,Married,Female,30000.0,3.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,53.0,Yes,Laura Martinez
29447,Single,Female,10000.0,2.0,Bachelors,Clerical,No,1.0,2-5 Miles,Europe,68.0,No,Michael Jones
19784,Married,Female,80000.0,2.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,50.0,Yes,David Smith
27824,Single,Female,30000.0,3.0,Partial College,Clerical,Yes,2.0,0-1 Miles,Europe,28.0,Yes,Emily Davis
24093,Single,Female,80000.0,0.0,Graduate Degree,Skilled Manual,No,0.0,0-1 Miles,Europe,40.0,Yes,Michael Miller
19618,Married,Male,70000.0,5.0,Partial College,Skilled Manual,Yes,2.0,0-1 Miles,Pacific,44.0,No,Michael Jones
21561,Single,Male,90000.0,0.0,Bachelors,Professional,No,3.0,10+ Miles,Pacific,34.0,Yes,Emily Smith
11061,Married,Male,,2.0,Partial College,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,52.0,Yes,Emily Brown
26651,Single,Male,80000.0,4.0,Graduate Degree,Management,Yes,0.0,0-1 Miles,Pacific,36.0,Yes,Jessica Garcia
21108,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,1.0,0-1 Miles,Europe,43.0,Yes,Sarah Davis
12731,Single,Male,30000.0,0.0,High School,Manual,No,1.0,1-2 Miles,Europe,32.0,No,John Williams
25307,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,1.0,1-2 Miles,Europe,32.0,Yes,Laura Jones
14278,Married,Female,130000.0,0.0,Graduate Degree,Management,Yes,1.0,10+ Miles,Pacific,48.0,No,Emily Garcia
